combattant,date_debut,age_debut,taille_cm,allonge_cm,poids_kg,garde,categorie_debut,cote_debut,adv1,adv1_combats_avant,adv1_pagerank,resultat_debut,methode_debut,nb_combats_total,date_dernier_combat,annee_debut,debut_propre,n_premiers,victoires_3premiers,adv3_combats_moy,adv3_pagerank_moy,adv3_nouveaux,ko_tko_3premiers,soumissions_3premiers,victoires_adv_central_3premiers,frappes_sig_moy_apres3,precision_frappes_apres3,takedowns_moy_apres3,precision_td_apres3,soumissions_tent_moy_apres3,ratio_allonge_taille,au_moins_3_combats,Y_8_combats_plus,dans_cohorte
Patrick Cote,2010-05-08,30,180.34,180.34,77.1,Orthodox,Middleweight,107.0,Alan Belcher,10,,D,SUB,12,2017-04-08,2010,0,3,0.0,5.0,0.3874,0.0,0.0,1.0,0.0,23.0833,0.424,0.3333,0.153,0.1667,1.0,1,1,0
Alan Belcher,2010-05-08,26,187.96,185.42,83.9,Orthodox,Middleweight,-117.0,Patrick Cote,9,,V,SUB,5,2013-04-27,2010,0,3,3.0,10.0,0.9651,0.0,2.0,1.0,1.0,25.9231,0.426,0.3077,0.203,0.4615,0.986,1,0,0
Tom Lawlor,2010-05-08,26,182.88,187.96,93.0,Southpaw,Middleweight,-600.0,Joe Doerksen,6,,D,SUB,8,2016-03-05,2010,0,3,1.0,6.0,,0.0,0.0,2.0,0.0,26.5,0.402,2.1667,0.225,1.0,1.028,1,1,0
Joe Doerksen,2010-05-08,32,182.88,190.5,83.9,Orthodox,Middleweight,450.0,Tom Lawlor,3,,V,SUB,3,2010-12-11,2010,0,3,1.0,5.3333,,0.0,0.0,2.0,0.0,,,,,,1.042,1,0,0
Marcus Davis,2010-05-08,36,177.8,177.8,77.1,Southpaw,Welterweight,-440.0,Jonathan Goulet,8,,V,KO/TKO,3,2011-01-01,2010,0,3,1.0,9.3333,1.3524,0.0,2.0,1.0,0.0,,,,,,1.0,1,0,0
Jonathan Goulet,2010-05-08,30,182.88,185.42,77.1,Orthodox,Welterweight,350.0,Marcus Davis,12,,D,KO/TKO,1,2010-05-08,2010,0,1,,,,,,,,,,,,,1.014,0,0,0
TJ Grant,2010-05-08,26,177.8,182.88,70.3,Orthodox,Welterweight,325.0,Johny Hendricks,2,,D,M-DEC,8,2013-05-25,2010,0,3,1.0,4.0,,0.0,0.0,0.0,0.0,29.0,0.513,1.5,0.323,0.1667,1.029,1,1,0
Johny Hendricks,2010-05-08,26,175.26,175.26,83.9,Southpaw,Welterweight,-400.0,TJ Grant,3,,V,M-DEC,19,2017-11-04,2010,0,3,2.0,3.0,,0.0,1.0,0.0,0.0,32.2,0.554,4.2,0.392,1.0,1.0,1,1,0
Joey Beltran,2010-05-08,28,185.42,190.5,83.9,Orthodox,Heavyweight,190.0,Tim Hague,3,,V,U-DEC,8,2013-10-09,2010,0,3,1.0,3.0,0.5257,0.0,0.0,0.0,0.0,56.5,0.42,0.25,0.083,0.0,1.027,1,1,0
Tim Hague,2010-05-08,26,193.04,193.04,117.9,Orthodox,Heavyweight,-230.0,Joey Beltran,1,,D,U-DEC,2,2011-01-22,2010,0,2,,,,,,,,,,,,,1.0,0,0,0
Yoshiyuki Yoshida,2010-05-08,35,180.34,177.8,77.1,Southpaw,Welterweight,-255.0,Mike Guymon,1,,D,U-DEC,1,2010-05-08,2010,0,1,,,,,,,,,,,,,0.986,0,0,0
Mike Guymon,2010-05-08,35,182.88,187.96,77.1,Orthodox,Welterweight,215.0,Yoshiyuki Yoshida,4,,V,U-DEC,3,2011-01-22,2010,0,3,1.0,3.3333,0.9726,0.0,0.0,2.0,0.0,,,,,,1.028,1,0,0
Jason MacDonald,2010-05-08,34,190.5,203.2,83.9,Orthodox,Middleweight,-175.0,John Salter,1,,D,KO/TKO,4,2012-05-15,2010,0,3,1.0,6.3333,0.8609,0.0,2.0,1.0,0.0,9.9231,0.536,0.6154,0.178,0.8462,1.067,1,0,0
John Salter,2010-05-08,25,185.42,187.96,83.9,Southpaw,Middleweight,155.0,Jason MacDonald,10,,V,KO/TKO,2,2010-08-28,2010,0,2,,,,,,,,,,,,,1.014,0,0,0
Rampage Jackson,2010-05-29,31,185.42,185.42,93.0,Orthodox,Light Heavyweight,-109.0,Rashad Evans,11,,D,,7,2015-04-25,2010,0,3,2.0,10.3333,1.4194,0.0,0.0,0.0,1.0,36.6667,0.49,0.5556,0.258,0.0,1.0,1,0,0
Rashad Evans,2010-05-29,30,182.88,190.5,93.0,Orthodox,Light Heavyweight,-101.0,Rampage Jackson,6,,V,,12,2018-06-09,2010,0,3,3.0,11.6667,2.2519,0.0,1.0,0.0,1.0,27.5,0.381,3.4286,0.463,0.0,1.042,1,1,0
Michael Bisping,2010-05-29,31,185.42,190.5,83.9,Orthodox,Middleweight,-195.0,Dan Miller,5,,V,U-DEC,18,2017-11-25,2010,0,3,3.0,6.3333,0.9726,0.0,1.0,0.0,0.0,46.0,0.413,1.5,0.432,0.3571,1.027,1,1,0
Dan Miller,2010-05-29,28,185.42,187.96,83.9,Orthodox,Middleweight,180.0,Michael Bisping,11,,D,U-DEC,8,2015-07-12,2010,0,3,2.0,7.0,,0.0,0.0,1.0,0.0,19.125,0.314,1.5,0.263,1.125,1.014,1,1,0
Todd Duffee,2010-05-29,24,190.5,200.66,117.9,Orthodox,Heavyweight,-275.0,Mike Russow,1,,D,KO/TKO,4,2015-07-15,2010,0,3,2.0,2.0,0.692,0.0,3.0,0.0,0.0,20.75,0.555,0.0,0.0,0.0,1.053,1,0,0
Mike Russow,2010-05-29,33,185.42,185.42,115.7,Orthodox,Heavyweight,250.0,Todd Duffee,1,,V,KO/TKO,5,2013-01-26,2010,0,3,3.0,2.0,1.1101,0.0,2.0,0.0,1.0,17.5,0.478,4.25,0.455,0.5,1.0,1,0,0
Rogerio Nogueira,2010-05-29,33,187.96,190.5,93.0,Southpaw,Light Heavyweight,-500.0,Jason Brilz,4,,V,S-DEC,12,2020-07-25,2010,0,3,1.0,4.0,2.7253,0.0,0.0,0.0,0.0,18.25,0.3,0.25,0.25,0.25,1.014,1,1,0
Diego Sanchez,2010-05-29,28,177.8,182.88,77.1,Southpaw,Welterweight,-215.0,John Hathaway,3,,D,U-DEC,19,2020-09-26,2010,0,3,2.0,6.3333,0.7491,0.0,0.0,0.0,0.0,34.9375,0.408,1.375,0.307,0.8125,1.029,1,1,0
John Hathaway,2010-05-29,22,185.42,190.5,77.1,Orthodox,Welterweight,195.0,Diego Sanchez,13,,V,U-DEC,6,2014-03-01,2010,0,3,2.0,6.3333,0.5257,0.0,0.0,0.0,0.0,45.6667,0.427,2.8333,0.407,1.1667,1.027,1,0,0
Amir Sadollah,2010-05-29,29,177.8,187.96,77.1,Orthodox,Welterweight,100.0,Dong Hyun Kim,4,,D,U-DEC,7,2014-09-20,2010,0,3,2.0,3.6667,0.9726,0.0,1.0,0.0,0.0,55.2857,0.423,0.5714,0.286,0.2857,1.057,1,0,0
Dong Hyun Kim,2010-05-29,28,187.96,193.04,77.1,Southpaw,Welterweight,-110.0,Amir Sadollah,4,,V,U-DEC,14,2017-06-17,2010,0,3,2.0,6.3333,1.4976,0.0,1.0,0.0,1.0,26.7143,0.514,3.1429,0.644,0.5714,1.027,1,1,0
Efrain Escudero,2010-05-29,24,175.26,177.8,70.3,Orthodox,Lightweight,-400.0,Dan Lauzon,2,,V,U-DEC,9,2016-04-23,2010,0,3,1.0,3.0,2.1791,0.0,0.0,1.0,0.0,24.5,0.358,1.3333,0.312,1.0,1.014,1,1,0
Dan Lauzon,2010-05-29,22,177.8,183.0,70.3,Orthodox,Lightweight,355.0,Efrain Escudero,3,,D,U-DEC,1,2010-05-29,2010,0,1,,,,,,,,,,,,,1.029,0,0,0
Melvin Guillard,2010-05-29,27,175.26,172.72,70.3,Orthodox,Lightweight,-370.0,Waylon Lowe,0,,V,KO/TKO,11,2014-03-08,2010,0,3,3.0,4.6667,0.6747,1.0,2.0,0.0,0.0,18.3077,0.395,1.0,0.404,0.0769,0.986,1,1,0
Waylon Lowe,2010-05-29,29,170.18,165.0,65.8,Southpaw,Lightweight,310.0,Melvin Guillard,10,,D,KO/TKO,4,2011-03-26,2010,1,3,2.0,3.6667,,1.0,1.0,0.0,0.0,14.0,0.37,3.3333,0.457,0.0,0.97,1,0,1
Luiz Cane,2010-05-29,29,187.96,195.58,83.9,Southpaw,Light Heavyweight,-310.0,Cyrille Diabate,0,,D,KO/TKO,4,2012-10-13,2010,0,3,1.0,1.3333,0.5257,2.0,3.0,0.0,0.0,25.375,0.391,0.125,0.125,0.0,1.041,1,0,0
Cyrille Diabate,2010-05-29,36,198.12,205.74,93.0,Southpaw,Light Heavyweight,255.0,Luiz Cane,5,,V,KO/TKO,8,2014-03-08,2010,1,3,2.0,3.3333,,0.0,1.0,1.0,0.0,58.0,0.677,0.3333,0.333,0.0,1.038,1,1,1
Aaron Riley,2010-05-29,29,172.72,175.26,70.3,Southpaw,Lightweight,-200.0,Joe Brammer,1,,V,U-DEC,3,2013-07-27,2010,0,3,1.0,1.3333,0.6429,0.0,1.0,0.0,0.0,,,,,,1.015,1,0,0
Joe Brammer,2010-05-29,26,172.72,177.8,70.3,Orthodox,Lightweight,170.0,Aaron Riley,6,,D,U-DEC,1,2010-05-29,2010,0,1,,,,,,,,,,,,,1.029,0,0,0
Jesse Forbes,2010-05-29,25,187.96,190.5,83.9,Southpaw,Middleweight,-150.0,Ryan Jensen,5,,D,SUB,1,2010-05-29,2010,0,1,,,,,,,,,,,,,1.014,0,0,0
Ryan Jensen,2010-05-29,32,185.42,193.04,83.9,Orthodox,Middleweight,130.0,Jesse Forbes,2,,V,SUB,3,2011-04-30,2010,0,3,1.0,4.6667,0.5257,0.0,0.0,3.0,0.0,,,,,,1.041,1,0,0
Chuck Liddell,2010-06-12,40,187.96,193.04,93.0,Orthodox,Light Heavyweight,-119.0,Rich Franklin,16,,D,KO/TKO,1,2010-06-12,2010,0,1,,,,,,,,,,,,,1.027,0,0,0
Rich Franklin,2010-06-12,35,185.42,190.5,83.9,Southpaw,Light Heavyweight,109.0,Chuck Liddell,22,,V,KO/TKO,4,2012-11-10,2010,0,3,2.0,14.6667,0.7167,0.0,1.0,0.0,0.0,44.4211,0.454,0.7368,0.272,0.1053,1.027,1,0,0
Mirko Cro Cop,2010-06-12,35,187.96,185.42,104.3,Southpaw,Heavyweight,163.0,Pat Barry,3,,V,,5,2015-04-11,2010,0,3,1.0,7.6667,1.6428,0.0,0.0,0.0,0.0,20.5556,0.429,0.2222,0.222,0.3333,0.986,1,0,0
Pat Barry,2010-06-12,30,180.34,187.96,106.6,Orthodox,Heavyweight,-173.0,Mirko Cro Cop,6,,D,,9,2013-12-06,2010,0,3,1.0,7.3333,0.9726,0.0,1.0,0.0,0.0,19.5,0.427,0.0,0.0,0.0,1.042,1,1,0
Paulo Thiago,2010-06-12,29,180.34,185.42,77.1,Orthodox,Welterweight,-218.0,Martin Kampmann,9,,D,U-DEC,9,2014-09-13,2010,0,3,1.0,8.0,0.5257,0.0,0.0,0.0,0.0,17.5714,0.383,1.4286,0.277,1.7143,1.028,1,1,0
Martin Kampmann,2010-06-12,28,182.88,182.88,77.1,Orthodox,Welterweight,198.0,Paulo Thiago,4,,V,U-DEC,8,2013-08-28,2010,0,3,1.0,6.3333,0.7491,1.0,0.0,0.0,0.0,30.0833,0.458,0.75,0.361,1.5833,1.0,1,1,0
Ben Rothwell,2010-06-12,28,193.04,198.12,120.2,Orthodox,Heavyweight,170.0,Gilbert Yvel,1,,V,U-DEC,16,2021-11-13,2010,0,3,2.0,3.0,0.8695,0.0,1.0,0.0,1.0,18.5,0.4,1.75,0.213,0.5,1.026,1,1,0
Gilbert Yvel,2010-06-12,33,187.96,195.58,102.1,Orthodox,Heavyweight,-185.0,Ben Rothwell,1,,D,U-DEC,2,2010-10-23,2010,0,2,,,,,,,,,,,,,1.041,0,0,0
Carlos Condit,2010-06-12,26,187.96,190.5,77.1,Orthodox,Welterweight,118.0,Rory MacDonald,1,,V,KO/TKO,17,2021-07-10,2010,0,3,3.0,4.0,1.1625,0.0,3.0,0.0,1.0,33.6,0.404,0.8,0.25,1.2,1.014,1,1,0
Rory MacDonald,2010-06-12,20,182.88,193.04,77.1,Orthodox,Welterweight,-128.0,Carlos Condit,2,,D,KO/TKO,12,2016-06-18,2010,0,3,2.0,6.6667,1.88,0.0,2.0,0.0,2.0,25.75,0.473,3.0,0.433,1.0,1.056,1,1,0
Tyson Griffin,2010-06-12,26,167.64,172.72,65.8,Orthodox,Lightweight,-180.0,Evan Dunham,3,,D,S-DEC,5,2011-10-29,2010,0,3,0.0,2.6667,,0.0,1.0,0.0,0.0,44.9167,0.375,1.6667,0.391,0.8333,1.03,1,0,0
Evan Dunham,2010-06-12,28,177.8,177.8,70.3,Southpaw,Lightweight,168.0,Tyson Griffin,9,,V,S-DEC,17,2020-06-06,2010,0,3,1.0,10.6667,2.5019,0.0,1.0,0.0,0.0,33.0,0.357,1.3333,0.402,1.6667,1.0,1,1,0
Mac Danzig,2010-06-12,30,172.72,177.8,70.3,Orthodox,Lightweight,-102.0,Matt Wiman,8,,D,SUB,7,2013-12-14,2010,0,3,1.0,10.6667,1.3524,0.0,1.0,1.0,0.0,31.7778,0.489,1.0,0.407,0.5556,1.029,1,0,0
Matt Wiman,2010-06-12,26,177.8,172.72,70.3,Orthodox,Lightweight,-108.0,Mac Danzig,6,,V,SUB,10,2020-12-05,2010,0,3,2.0,8.3333,2.007,0.0,0.0,1.0,1.0,31.0,0.475,2.0,0.495,1.3636,0.971,1,1,0
David Loiseau,2010-06-12,30,182.88,193.04,83.9,Orthodox,Middleweight,205.0,Mario Miranda,1,,D,KO/TKO,1,2010-06-12,2010,0,1,,,,,,,,,,,,,1.056,0,0,0
James Wilks,2010-06-12,32,185.42,190.5,77.1,Orthodox,Welterweight,-325.0,Peter Sobotta,1,,V,U-DEC,2,2010-10-16,2010,0,2,,,,,,,,,,,,,1.027,0,0,0
Peter Sobotta,2010-06-12,23,182.88,190.5,77.1,Southpaw,Welterweight,265.0,James Wilks,2,,D,U-DEC,9,2020-07-25,2010,0,3,1.0,2.3333,,1.0,0.0,0.0,0.0,28.5,0.36,1.5,0.26,0.5,1.042,1,1,0
Ricardo Funch,2010-06-12,29,177.8,193.04,77.1,Southpaw,Welterweight,215.0,Claude Patrick,0,,D,SUB,3,2012-06-22,2010,0,3,0.0,5.6667,2.0304,1.0,1.0,2.0,0.0,,,,,,1.086,1,0,0
Claude Patrick,2010-06-12,29,180.34,190.5,77.1,Orthodox,Welterweight,-255.0,Ricardo Funch,1,,V,SUB,4,2011-12-10,2010,1,3,3.0,2.6667,1.5758,0.0,0.0,1.0,1.0,21.6667,0.583,2.6667,0.633,1.0,1.056,1,0,1
Mike Pyle,2010-06-12,34,182.88,187.96,77.1,Orthodox,Welterweight,110.0,Jesse Lennox,2,,V,SUB,16,2018-03-03,2010,0,3,3.0,5.3333,0.993,0.0,0.0,1.0,0.0,24.8333,0.42,1.3333,0.173,1.3333,1.028,1,1,0
Jesse Lennox,2010-06-12,28,175.26,182.88,77.1,Orthodox,Welterweight,-130.0,Mike Pyle,3,,D,SUB,1,2010-06-12,2010,0,1,,,,,,,,,,,,,1.043,0,0,0
Court McGee,2010-06-19,25,180.34,190.5,77.1,Orthodox,Middleweight,-220.0,Kris McCray,0,,V,SUB,24,2025-06-14,2010,1,3,3.0,2.6667,0.5257,1.0,0.0,2.0,0.0,48.0,0.343,3.0,0.497,1.0,1.056,1,1,1
Kris McCray,2010-06-19,28,182.88,193.04,77.1,Orthodox,Middleweight,180.0,Court McGee,0,,D,SUB,3,2011-03-26,2010,1,3,0.0,1.6667,1.1625,2.0,0.0,2.0,0.0,,,,,,1.056,1,0,1
Keith Jardine,2010-06-19,34,187.96,193.04,83.9,Orthodox,Light Heavyweight,140.0,Matt Hamill,9,,D,M-DEC,1,2010-06-19,2010,0,1,,,,,,,,,,,,,1.027,0,0,0
Matt Hamill,2010-06-19,33,185.42,193.04,93.0,Orthodox,Light Heavyweight,-150.0,Keith Jardine,12,,V,M-DEC,6,2013-10-09,2010,0,3,2.0,14.0,0.7491,0.0,0.0,0.0,0.0,32.8333,0.407,1.8333,0.459,0.0,1.041,1,0,0
Chris Leben,2010-06-19,29,180.34,187.96,83.9,Southpaw,Middleweight,280.0,Aaron Simpson,3,,V,KO/TKO,8,2013-12-28,2010,0,3,2.0,3.0,0.9726,0.0,2.0,1.0,0.0,27.6471,0.438,0.8824,0.386,0.4706,1.042,1,1,0
Aaron Simpson,2010-06-19,35,182.88,185.42,77.1,Orthodox,Middleweight,-310.0,Chris Leben,14,,D,KO/TKO,8,2012-10-05,2010,0,3,1.0,7.3333,0.9726,0.0,1.0,0.0,0.0,37.0,0.518,3.8333,0.56,0.1667,1.014,1,1,0
Spencer Fisher,2010-06-19,34,170.18,177.8,70.3,Southpaw,Lightweight,-190.0,Dennis Siver,8,,D,U-DEC,5,2012-06-22,2010,0,3,1.0,4.0,2.0266,1.0,0.0,0.0,0.0,37.9333,0.468,0.6,0.187,0.6667,1.045,1,0,0
Jamie Yager,2010-06-19,26,185.42,185.0,83.9,Orthodox,Middleweight,120.0,Rich Attonito,0,,D,KO/TKO,1,2010-06-19,2010,1,1,,,,,,,,,,,,,0.998,0,0,1
Rich Attonito,2010-06-19,33,177.8,182.88,77.1,Orthodox,Middleweight,-140.0,Jamie Yager,0,,V,KO/TKO,5,2011-12-10,2010,1,3,2.0,0.6667,,2.0,1.0,0.0,0.0,18.3333,0.357,0.3333,0.11,0.0,1.029,1,0,1
John Gunderson,2010-06-19,31,175.26,175.26,70.3,Orthodox,Lightweight,-200.0,Mark Holst,0,,V,U-DEC,2,2010-09-15,2010,0,2,,,,,,,,,,,,,1.0,0,0,0
Mark Holst,2010-06-19,24,182.88,190.0,70.3,Orthodox,Lightweight,170.0,John Gunderson,1,,D,U-DEC,2,2010-10-16,2010,1,2,,,,,,,,,,,,,1.039,0,0,1
Brad Tavares,2010-06-19,22,185.42,187.96,83.9,Orthodox,Middleweight,-220.0,Seth Baczynski,0,,V,U-DEC,28,2026-03-14,2010,1,3,2.0,5.0,0.5257,1.0,1.0,0.0,0.0,17.6667,0.537,1.3333,0.25,0.0,1.014,1,1,1
Seth Baczynski,2010-06-19,28,190.5,187.96,77.1,Orthodox,Middleweight,180.0,Brad Tavares,0,,D,U-DEC,11,2015-04-11,2010,1,3,2.0,3.3333,0.5257,1.0,0.0,2.0,0.0,26.6667,0.407,0.3333,0.067,1.6667,0.987,1,1,1
Josh Bryant,2010-06-19,30,177.8,185.42,83.9,Orthodox,Middleweight,155.0,Kyle Noke,0,,D,KO/TKO,1,2010-06-19,2010,1,1,,,,,,,,,,,,,1.043,0,0,1
Kyle Noke,2010-06-19,30,185.42,193.04,77.1,Southpaw,Middleweight,-175.0,Josh Bryant,0,,V,KO/TKO,12,2016-11-26,2010,1,3,3.0,2.3333,1.4194,1.0,1.0,2.0,1.0,26.3333,0.537,1.3333,0.583,1.0,1.041,1,1,1
Chris Camozzi,2010-06-19,23,187.96,193.04,83.9,Orthodox,Middleweight,-160.0,James Hammortree,0,,V,U-DEC,19,2017-05-28,2010,1,3,2.0,0.6667,1.7992,2.0,0.0,1.0,0.0,46.6667,0.56,0.0,0.0,0.0,1.027,1,1,1
James Hammortree,2010-06-19,26,190.5,191.77,83.9,Orthodox,Middleweight,140.0,Chris Camozzi,0,,D,U-DEC,1,2010-06-19,2010,1,1,,,,,,,,,,,,,1.007,0,0,1
James McSweeney,2010-06-19,29,193.04,195.58,104.3,Switch,Heavyweight,165.0,Travis Browne,0,,D,KO/TKO,2,2010-10-16,2010,0,2,,,,,,,,,,,,,1.013,0,0,0
Travis Browne,2010-06-19,27,198.12,200.66,115.7,Orthodox,Heavyweight,-190.0,James McSweeney,1,,V,KO/TKO,16,2017-07-08,2010,1,3,3.0,3.0,1.3859,0.0,2.0,0.0,1.0,25.75,0.418,1.5,0.665,0.25,1.013,1,1,1
Brock Lesnar,2010-07-03,32,190.5,205.74,120.2,Orthodox,Heavyweight,-145.0,Shane Carwin,4,,V,SUB,3,2011-12-30,2010,0,3,1.0,3.3333,,1.0,2.0,1.0,0.0,,,,,,1.08,1,0,0
Yoshihiro Akiyama,2010-07-03,34,177.8,185.42,77.1,Orthodox,Middleweight,-192.0,Chris Leben,15,,D,SUB,6,2015-11-28,2010,0,3,0.0,13.3333,,0.0,1.0,1.0,0.0,33.25,0.283,2.0,0.438,0.25,1.043,1,0,0
Chris Lytle,2010-07-03,35,180.34,172.72,77.1,Orthodox,Welterweight,-180.0,Matt Brown,6,,V,SUB,4,2011-08-14,2010,0,3,2.0,6.3333,,1.0,0.0,1.0,0.0,36.3684,0.438,0.4737,0.28,1.5789,0.958,1,0,0
Krzysztof Soszynski,2010-07-03,32,185.42,195.58,93.0,Open Stance,Light Heavyweight,-190.0,Stephan Bonnar,11,,D,KO/TKO,4,2011-12-10,2010,0,3,2.0,5.6667,0.5257,0.0,1.0,0.0,0.0,35.5,0.386,0.375,0.15,0.75,1.055,1,0,0
Stephan Bonnar,2010-07-03,33,193.04,198.12,93.0,Orthodox,Light Heavyweight,175.0,Krzysztof Soszynski,5,,V,KO/TKO,4,2012-10-13,2010,0,3,3.0,4.3333,1.1625,0.0,1.0,0.0,1.0,31.9286,0.414,1.2143,0.243,0.9286,1.026,1,0,0
George Sotiropoulos,2010-07-03,32,177.8,180.34,70.3,Orthodox,Lightweight,-158.0,Kurt Pellegrino,10,,V,U-DEC,6,2013-10-19,2010,0,3,2.0,9.3333,1.7657,0.0,0.0,1.0,0.0,24.375,0.364,1.875,0.473,1.5,1.014,1,0,0
Chris Tuchscherer,2010-07-03,34,187.96,193.04,117.0,Orthodox,Heavyweight,275.0,Brendan Schaub,2,,D,KO/TKO,2,2011-02-26,2010,0,2,,,,,,,,,,,,,1.027,0,0,0
Seth Petruzelli,2010-07-03,30,182.88,193.04,93.0,Orthodox,Light Heavyweight,150.0,Ricardo Romero,0,,D,SUB,2,2010-11-13,2010,0,2,,,,,,,,,,,,,1.056,0,0,0
Ricardo Romero,2010-07-03,32,182.88,193.04,93.0,Orthodox,Light Heavyweight,-170.0,Seth Petruzelli,2,,V,SUB,3,2011-09-24,2010,1,3,1.0,2.3333,1.1625,0.0,2.0,1.0,0.0,,,,,,1.056,1,0,1
Goran Reljic,2010-07-03,26,190.5,205.74,93.0,Southpaw,Middleweight,-140.0,Kendall Grove,10,,D,S-DEC,2,2010-11-13,2010,0,2,,,,,,,,,,,,,1.08,0,0,0
David Branch,2010-07-03,28,185.42,198.12,83.9,Orthodox,Middleweight,210.0,Gerald Harris,2,,D,KO/TKO,9,2019-03-30,2010,1,3,2.0,3.0,,0.0,1.0,0.0,0.0,17.0,0.527,2.3333,0.233,0.0,1.068,1,1,1
Forrest Petz,2010-07-03,34,175.26,180.34,77.1,Orthodox,Welterweight,170.0,Daniel Roberts,1,,D,S-DEC,2,2010-09-15,2010,0,2,,,,,,,,,,,,,1.029,0,0,0
Karlos Vemola,2010-07-03,24,182.88,190.5,83.9,Orthodox,Heavyweight,-145.0,Jon Madsen,2,,D,U-DEC,6,2013-06-08,2010,1,3,1.0,1.6667,,1.0,1.0,0.0,0.0,14.0,0.377,0.6667,0.333,0.6667,1.042,1,0,1
Jake Ellenberger,2010-08-01,25,175.26,180.34,77.1,Orthodox,Welterweight,-196.0,John Howard,4,,V,KO/TKO,19,2018-08-25,2010,0,3,3.0,2.0,1.4559,0.0,2.0,0.0,1.0,23.0,0.44,2.8,0.812,0.6,1.029,1,1,0
Igor Pokrajac,2010-08-01,31,182.88,193.04,93.0,Orthodox,Light Heavyweight,140.0,James Irvin,9,,V,SUB,10,2016-04-10,2010,0,3,2.0,7.3333,0.5257,0.0,1.0,1.0,0.0,20.0,0.446,1.0,0.332,0.2,1.056,1,1,0
Brian Stann,2010-08-01,29,185.42,187.96,93.0,Orthodox,Middleweight,180.0,Mike Massenzio,2,,V,SUB,7,2013-03-02,2010,0,3,3.0,7.0,0.9726,0.0,2.0,1.0,0.0,30.4286,0.436,0.0,0.0,0.4286,1.014,1,0,0
Mike Massenzio,2010-08-01,27,187.96,185.42,83.9,Southpaw,Middleweight,-220.0,Brian Stann,4,,D,SUB,5,2012-05-05,2010,0,3,1.0,5.0,0.7491,0.0,0.0,1.0,0.0,20.6,0.37,1.8,0.35,1.0,0.986,1,0,0
Charles Oliveira,2010-08-01,20,177.8,187.96,70.3,Orthodox,Lightweight,-240.0,Darren Elkins,1,,V,SUB,36,2026-03-07,2010,1,3,2.0,4.3333,,0.0,0.0,3.0,0.0,18.5,0.568,0.75,0.18,1.5,1.057,1,1,1
Rob Kimmons,2010-08-01,29,177.8,185.42,83.9,Orthodox,Middleweight,-195.0,Steve Steinbeiss,1,,V,U-DEC,3,2011-03-03,2010,0,3,1.0,1.0,0.5257,0.0,1.0,1.0,0.0,,,,,,1.043,1,0,0
Steve Steinbeiss,2010-08-01,29,190.5,190.5,83.9,Orthodox,Middleweight,168.0,Rob Kimmons,4,,D,U-DEC,1,2010-08-01,2010,0,1,,,,,,,,,,,,,1.0,0,0,0
Chael Sonnen,2010-08-07,33,185.42,187.96,93.0,Southpaw,Middleweight,410.0,Anderson Silva,11,,D,SUB,7,2013-11-16,2010,0,3,2.0,11.0,1.2263,0.0,0.0,2.0,1.0,37.4,0.484,3.4,0.523,0.2,1.014,1,0,0
Thiago Alves,2010-08-07,26,175.26,177.8,77.1,Orthodox,Welterweight,-126.0,Jon Fitch,13,,D,U-DEC,15,2019-12-07,2010,0,3,1.0,8.0,2.3182,0.0,0.0,0.0,0.0,32.5333,0.465,0.6,0.355,0.2667,1.014,1,1,0
Dustin Hazelett,2010-08-07,24,185.42,193.04,77.1,Orthodox,Welterweight,-150.0,Rick Story,4,,D,KO/TKO,2,2010-12-11,2010,0,2,,,,,,,,,,,,,1.041,0,0,0
Todd Brown,2010-08-07,33,180.34,188.0,93.0,Orthodox,Light Heavyweight,290.0,Tim Boetsch,4,,D,U-DEC,2,2011-03-03,2010,1,2,,,,,,,,,,,,,1.042,0,0,1
Tim Boetsch,2010-08-07,29,182.88,187.96,83.9,Orthodox,Light Heavyweight,-350.0,Todd Brown,0,,V,U-DEC,20,2019-03-09,2010,0,3,2.0,5.0,0.7491,1.0,0.0,1.0,0.0,26.5714,0.509,1.5714,0.214,0.2857,1.028,1,1,0
Christian Morecraft,2010-08-07,23,198.12,205.74,117.9,Orthodox,Heavyweight,170.0,Stefan Struve,5,,D,KO/TKO,4,2012-01-20,2010,1,3,1.0,3.6667,1.3859,0.0,2.0,1.0,0.0,25.0,0.383,1.3333,0.72,1.0,1.038,1,0,1
Dennis Hallman,2010-08-07,34,175.26,182.88,70.3,Orthodox,Welterweight,250.0,Ben Saunders,6,,V,U-DEC,4,2011-12-10,2010,0,3,2.0,6.3333,,0.0,2.0,0.0,0.0,9.25,0.303,1.125,0.29,1.375,1.043,1,0,0
Randy Couture,2010-08-28,47,185.42,190.5,93.0,Orthodox,Heavyweight,-600.0,James Toney,0,,V,SUB,2,2011-04-30,2010,0,2,,,,,,,,,,,,,1.027,0,0,0
James Toney,2010-08-28,42,175.26,183.0,99.8,Orthodox,Heavyweight,500.0,Randy Couture,22,,D,SUB,1,2010-08-28,2010,1,1,,,,,,,,,,,,,1.044,0,0,1
Gray Maynard,2010-08-28,31,175.26,177.8,70.3,Orthodox,Lightweight,130.0,Kenny Florian,14,,V,U-DEC,11,2018-10-06,2010,0,3,2.0,13.0,2.5784,0.0,1.0,0.0,1.0,30.6667,0.363,2.5833,0.502,0.75,1.014,1,1,0
